"Protein Group","Top","Accession","-10LgP","Coverage(%)","Coverage(%) Sample 2","#Peptides","Area Sample 2","#Unique","#Spec Sample 2","PTM","Average Mass","Description"
316,true,"A0A1W7RA54|A0A1W7RA54_9SCOR",152.95422,1.50,1.50,2,62664.25,2,2.0,"",129197.17,"Nitric oxide synthase OS=Hadrurus spadix OX=141984 PE=3 SV=1"
181,true,"P59354|SCX4_BUTOM",217.22719,53.85,53.85,7,,1,10.0,"Carbamidomethylation; Deamidation (NQ)",7296.231,"Alpha-like toxin Bom4 OS=Buthus occitanus mardochei OX=6869 PE=1 SV=1"
278,true,"P84810|LV1A_BUTOC",160.75668,15.38,15.38,2,2.1516252E7,2,8.0,"Carbamidomethylation; Deamidation (NQ)",10457.252,"Lipolysis-activating peptide 1-alpha chain OS=Buthus occitanus tunetanus OX=6871 PE=1 SV=1"
124,false,"A0A1W7R9W4|A0A1W7R9W4_9SCOR",214.94736,21.95,21.95,5,2447628.8,5,9.0,"Carbamidomethylation",17918.422,"Peptidyl-prolyl cis-trans isomerase OS=Hadrurus spadix OX=141984 PE=3 SV=1"
102,false,"H2ER23|KAX1F_MESMA",89.794945,24.56,24.56,2,,2,2.0,"Carbamidomethylation",6369.624,"Potassium channel toxin alpha-KTx 1.15 OS=Mesobuthus martensii OX=34649 PE=3 SV=1"
373,true,"E4VP50|NDBW_MESEU",23.973837,10.14,10.14,1,863924.56,1,1.0,"",8399.867,"Venom antimicrobial peptide-9 OS=Mesobuthus eupeus OX=34648 PE=1 SV=1"
317,true,"A0A1W7R982|A0A1W7R982_9SCOR",61.167908,5.79,5.79,2,2354833.8,2,2.0,"",27871.254,"Venom protein OS=Hadrurus spadix OX=141984 PE=4 SV=1"
376,true,"A0A059UHK0|A0A059UHK0_MESGB",27.365747,10.91,10.91,1,1470445.6,1,1.0,"Carbamidomethylation",6351.4497,"Potassium channel toxin-like protein (Fragment) OS=Mesobuthus gibbosus OX=123226 PE=2 SV=1"
248,false,"Q686T5|Q686T5_MESGB",160.79057,18.49,18.49,2,207751.77,2,3.0,"Carbamidomethylation",12835.903,"CG10527-like methyltransferase (Fragment) OS=Mesobuthus gibbosus OX=123226 GN=mt PE=4 SV=1"
59,false,"A0A0K0LCC7|A0A0K0LCC7_9SCOR",239.04901,53.54,53.54,5,1926451.6,5,8.0,"Deamidation (NQ)",11121.929,"Cellular protein AbCp-71 (Fragment) OS=Androctonus bicolor OX=748906 PE=2 SV=1"
52,false,"D8UWD6|SCXNA_MESEU",281.29553,68.66,68.66,9,1799824.8,3,16.0,"Carbamidomethylation; Deamidation (NQ)",7333.428,"Sodium channel neurotoxin MeuNaTxalpha-10 OS=Mesobuthus eupeus OX=34648 PE=3 SV=1"
334,true,"P86407|NDB2_MESEU",35.24445,8.00,8.00,1,489294.78,1,1.0,"",8685.478,"Meucin-49 OS=Mesobuthus eupeus OX=34648 PE=1 SV=2"
194,true,"A0AA49K9S2|A0AA49K9S2_9SCOR",235.70622,11.79,11.79,6,1631346.9,3,7.0,"Carbamidomethylation; Deamidation (NQ)",56574.527,"Disulfide isomerase OS=Tityus melici OX=3026321 PE=2 SV=1"
24,true,"Q49S27|Q49S27_MESMA",441.3068,61.18,61.18,33,6240400.0,4,279.0,"Carbamidomethylation; Deamidation (NQ)",9411.808,"Neurotoxin Tx15 OS=Mesobuthus martensii OX=34649 PE=4 SV=1"
212,false,"A0A0U1TZ92|A0A0U1TZ92_ISOMC",132.80624,7.20,7.20,2,445866.3,2,3.0,"",28674.244,"14-3-3 protein epsilon (Fragment) OS=Isometrus maculatus OX=497827 PE=2 SV=1"
52,true,"E7D082|SCX5B_MESEU",360.13715,66.67,66.67,18,7411666.0,6,41.0,"Deamidation (NQ); Carbamidomethylation",9570.126,"Sodium channel neurotoxin MeuNaTxalpha-5* OS=Mesobuthus eupeus OX=34648 PE=1 SV=1"
130,true,"E7CZY9|SCXN6_MESEU",274.5742,72.97,72.97,9,,1,18.0,"Deamidation (NQ); Carbamidomethylation",7995.199,"Sodium channel neurotoxin MeuNaTxalpha-6 (Fragment) OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
262,false,"A0AA49QC82|A0AA49QC82_9SCOR",93.80799,2.31,2.31,1,567793.25,1,2.0,"",39126.26,"Peptidyl-glycine alpha-hydroxylating monooxygenase OS=Tityus melici OX=3026321 PE=2 SV=1"
50,true,"A0A5P8U2N8|A0A5P8U2N8_MESEU",323.91473,77.78,77.78,13,1.4109568E7,3,51.0,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",3961.6772,"Toxin (Fragment) OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
124,false,"A0A0U1TYG6|A0A0U1TYG6_ISOMC",98.5189,14.58,14.58,1,568567.7,1,1.0,"",5192.0317,"PPIase cyclophilin-type domain-containing protein (Fragment) OS=Isometrus maculatus OX=497827 PE=2 SV=1"
165,false,"P59938|KGX22_MESMA",133.97858,26.32,26.32,2,2.4086436E7,2,4.0,"Carbamidomethylation",6359.5522,"Potassium channel toxin gamma-KTx 2.2 OS=Mesobuthus martensii OX=34649 PE=1 SV=1"
244,false,"V9LLQ5|V9LLQ5_MESMA",59.296227,12.73,12.73,1,1.137407E7,1,2.0,"Carbamidomethylation",6145.4297,"Toxin BmP08 OS=Mesobuthus martensii OX=34649 PE=4 SV=1"
279,true,"A0A1W7RAV1|A0A1W7RAV1_9SCOR",139.61436,4.59,4.59,3,1515625.9,1,3.0,"",49001.547,"Carboxypeptidase OS=Hadrurus spadix OX=141984 PE=3 SV=1"
336,true,"D5HR54|D5HR54_ANDMA",91.087135,12.35,12.35,1,354314.8,1,3.0,"",8632.141,"Alpha-neurotoxin 10 OS=Androctonus mauritanicus mauritanicus OX=6860 PE=2 SV=1"
87,true,"E4VP06|E4VP06_MESEU",313.46426,57.58,57.58,11,4.56591584E8,8,43.0,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",11352.995,"Venom toxin-like peptide OS=Mesobuthus eupeus OX=34648 GN=vtoxinlip-3 PE=2 SV=1"
359,true,"A0A1W7RB47|A0A1W7RB47_9SCOR",83.78497,5.52,5.52,1,31791.984,1,1.0,"",20611.76,"ADP-ribosylation factor OS=Hadrurus spadix OX=141984 PE=3 SV=1"
345,true,"A0A1E1WVN2|A0A1E1WVN2_TITOB",23.03724,5.41,5.41,1,725731.2,1,1.0,"",12454.45,"Putative secreted protein (Fragment) OS=Tityus obscurus OX=1221240 PE=4 SV=1"
37,true,"Q9UAC8|SCAT_MESMA",396.0436,69.41,69.41,25,2.41600736E8,4,72.0,"Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ)",9802.565,"Beta-toxin BmKAs1 OS=Mesobuthus martensii OX=34649 PE=1 SV=1"
73,true,"P86400|KAX86_MESEU",349.3652,66.67,66.67,15,7.7112084E9,13,65.0,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",6434.645,"Potassium channel toxin alpha-KTx 8.6 OS=Mesobuthus eupeus OX=34648 PE=1 SV=2"
142,true,"A0A059U8Z3|A0A059U8Z3_MESGB",200.13643,20.28,20.28,6,1178837.0,6,9.0,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)",16173.242,"Uncharacterized protein OS=Mesobuthus gibbosus OX=123226 PE=2 SV=1"
73,false,"E4VP43|KAX8R_MESEU",328.1535,54.39,54.39,12,7.6596168E9,10,58.0,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)",6462.6587,"Potassium channel toxin MeuTXKalpha2 OS=Mesobuthus eupeus OX=34648 PE=3 SV=1"
244,false,"Q7Z0H4|SCKI_MESMA",59.296227,12.73,12.73,1,1.137407E7,1,2.0,"Carbamidomethylation",6145.4297,"Neurotoxin BmP08 OS=Mesobuthus martensii OX=34649 PE=1 SV=1"
53,true,"G4V3T9|SCAA2_MESMA",351.8428,72.31,72.31,16,3.74882624E8,2,64.0,"Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ)",7253.1196,"Neurotoxin BmK AGAP-SYPU2 (Fragment) OS=Mesobuthus martensii OX=34649 PE=1 SV=1"
204,true,"A0A088DB13|A0A088DB13_MESEU",174.77237,31.67,31.67,4,4.33510592E8,4,12.0,"Carbamidomethylation; Deamidation (NQ)",6872.275,"Potassium channel blocker pMeKTx9-2 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
306,true,"A0A088D9R9|A0A088D9R9_MESEU",105.08854,24.59,24.59,2,1.51260688E8,2,2.0,"Carbamidomethylation; Deamidation (NQ)",6660.1626,"Potassium channel blocker pMeKTx13-2a OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
195,true,"A0A1W7RAF2|A0A1W7RAF2_9SCOR",204.9304,17.18,17.18,6,1330545.0,5,8.0,"",35706.812,"Glyoxylate reductase/hydroxypyruvate reductase OS=Hadrurus spadix OX=141984 PE=3 SV=1"
196,true,"A0A0U1SSR7|A0A0U1SSR7_ISOMC",245.52414,41.24,41.24,6,1049524.9,6,6.0,"Acetylation (Protein N-term); Carbamidomethylation",20087.846,"Ras-related protein Rab-1A (Fragment) OS=Isometrus maculatus OX=497827 PE=2 SV=1"
182,true,"D2CFI7|LA1_MESMA",260.5662,36.59,36.59,6,5.9926148E7,6,14.0,"Carbamidomethylation; Oxidation (M)",13923.116,"Venom peptide MmKTx1 OS=Mesobuthus martensii OX=34649 PE=2 SV=1"
170,false,"A0A0K0LC83|A0A0K0LC83_9SCOR",103.264114,60.00,60.00,1,1108884.0,1,4.0,"",1710.0662,"Cellular protein AbCp-50 (Fragment) OS=Androctonus bicolor OX=748906 PE=2 SV=1"
218,true,"A0A2I9LPD1|A0A2I9LPD1_9SCOR",199.72598,22.22,22.22,4,2814632.0,4,6.0,"Carbamidomethylation; Oxidation (M)",19375.45,"Nucleoside diphosphate kinase OS=Centruroides hentzi OX=88313 PE=3 SV=1"
377,true,"A0A8E5FP31|A0A8E5FP31_9POLY",29.087036,22.39,22.39,1,205728.33,1,1.0,"Deamidation (NQ)",7784.043,"ALTO OS=Scorpion polyomavirus 3 OX=2816846 PE=4 SV=1"
73,false,"P80670|KAX83_LEIHE",94.17779,24.14,24.14,1,20212.47,1,1.0,"Carbamidomethylation",3198.5913,"Potassium channel toxin alpha-KTx 8.3 OS=Leiurus hebraeus OX=6884 PE=1 SV=1"
88,true,"A0A088D9R3|A0A088D9R3_MESEU",295.3074,48.33,48.33,11,1.65908768E8,11,28.0,"Carbamidomethylation; Deamidation (NQ)",6674.006,"Potassium channel blocker pMeKTx16-1 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
111,true,"A0A088DB34|A0A088DB34_MESEU",283.10156,62.82,62.82,8,5.5552019E8,8,70.0,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",8844.441,"Potassium channel blocker pMeKTx20-1a OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
378,true,"A0A0C9QKS9|A0A0C9QKS9_TITBA",102.60812,2.93,2.93,1,33107.12,1,1.0,"Deamidation (NQ)",48157.535,"Angiotensin-converting enzyme (Fragment) OS=Tityus bahiensis OX=50343 PE=2 SV=1"
124,true,"A0A2I9LPF3|A0A2I9LPF3_9SCOR",295.36038,48.78,48.78,11,4954666.0,11,16.0,"Carbamidomethylation",17921.398,"Peptidyl-prolyl cis-trans isomerase OS=Centruroides hentzi OX=88313 PE=3 SV=1"
379,true,"A0A1W7RA17|A0A1W7RA17_9SCOR",85.368034,5.56,5.56,1,1328386.0,1,2.0,"",16589.762,"Nucleoredoxin-like protein 2 OS=Hadrurus spadix OX=141984 PE=4 SV=1"
58,false,"A0A0K0LC76|A0A0K0LC76_9SCOR",151.967,21.21,21.21,2,1572570.9,1,8.0,"Deamidation (NQ)",11297.885,"Cellular protein AbCp-44 (Fragment) OS=Androctonus bicolor OX=748906 PE=2 SV=1"
42,true,"P21150|SIX4_ANDAU",372.8618,81.54,81.54,25,3.32313344E8,3,54.0,"Carbamidomethylation; Deamidation (NQ)",7785.938,"Toxin AaHIT4 OS=Androctonus australis OX=6858 PE=1 SV=1"
251,false,"A0A2I9LP94|A0A2I9LP94_9SCOR",23.070768,5.77,5.77,1,140718.03,1,2.0,"",11731.629,"NaTx OS=Centruroides hentzi OX=88313 PE=4 SV=1"
184,false,"Q9BNV0|Q9BNV0_HADAR",269.3822,20.88,20.88,6,1224228.0,6,8.0,"Deamidation (NQ)",40276.402,"Elongation factor 1-alpha (Fragment) OS=Hadrurus arizonensis OX=88316 PE=2 SV=1"
65,true,"E4VP42|E4VP42_MESEU",320.32153,23.53,23.53,13,3.4551532E7,13,44.0,"Deamidation (NQ)",17948.139,"Venom neuropeptide-2 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
251,true,"P0CI53|SNAAL_LYCMC",190.3075,18.18,18.18,4,140718.03,1,7.0,"Carbamidomethylation",8808.195,"Neurotoxin LmNaTx21.1 (Fragment) OS=Lychas mucronatus OX=172552 PE=2 SV=1"
100,true,"A0A088DB35|A0A088DB35_MESEU",335.12747,60.32,60.32,13,1.24689104E8,5,24.0,"Carbamidomethylation; Deamidation (NQ)",6799.864,"Potassium channel blocker pMeKTx30-2 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
251,false,"P0DUI1|SCX16_CENTE",23.070768,7.14,7.14,1,140718.03,1,2.0,"",9746.175,"Beta-toxin Ct16 OS=Centruroides tecomanus OX=1028682 PE=1 SV=1"
346,true,"P11716|RYR1_RABIT",31.038675,0.36,0.36,1,,1,1.0,"",565252.75,"Ryanodine receptor 1 OS=Oryctolagus cuniculus OX=9986 GN=RYR1 PE=1 SV=1"
268,false,"U6JPB2|U6JPB2_TITSE",104.79903,2.24,2.24,1,364423.75,1,1.0,"",50955.16,"Cathepsin F-like cysteine peptidase protein OS=Tityus serrulatus OX=6887 GN=ctsf PE=2 SV=1"
102,false,"Q9NII5|KAX16_MESMA",87.09765,12.07,12.07,1,8.3093677E8,1,6.0,"Deamidation (NQ); Carbamidomethylation",6506.7876,"Potassium channel toxin alpha-KTx 1.6 OS=Mesobuthus martensii OX=34649 PE=1 SV=1"
380,true,"A0A146CJ04|A0A146CJ04_MESEU",88.12833,8.62,8.62,1,,1,1.0,"Carbamidomethylation",13212.212,"Venom peptide meuPep31 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
183,false,"P0DX58|TX3_BUTLE",92.96838,45.00,45.00,2,,1,2.0,"Carbamidomethylation",2240.2056,"Toxin Bl-3 (Fragment) OS=Buthacus leptochelys OX=2807509 PE=1 SV=1"
87,false,"A0A059UD55|A0A059UD55_MESGB",176.39574,26.92,26.92,3,224448.23,2,5.0,"Deamidation (NQ); Carbamidomethylation",8880.856,"Venom sodium channel toxin-like protein (Fragment) OS=Mesobuthus gibbosus OX=123226 PE=2 SV=1"
65,false,"A0A0U1TZ84|A0A0U1TZ84_ISOMC",222.86385,17.58,17.58,7,7030921.0,7,13.0,"Deamidation (NQ)",19463.111,"Uncharacterized protein (Fragment) OS=Isometrus maculatus OX=497827 PE=2 SV=1"
219,true,"F1CIZ9|F1CIZ9_HOTJU",243.72604,34.09,34.09,5,2434160.0,5,7.0,"Carbamidomethylation",15112.174,"Hypothetical secreted protein OS=Hottentotta judaicus OX=6863 PE=2 SV=1"
119,true,"A0A088DAF1|A0A088DAF1_MESEU",290.2641,51.61,51.61,10,8.6462656E7,7,33.0,"Carbamidomethylation; Deamidation (NQ)",6805.026,"Potassium channel blocker pMeKTx6-1 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
248,false,"Q686U6|Q686U6_MESGB",195.35854,24.37,24.37,3,1000327.2,3,5.0,"Carbamidomethylation",12904.926,"CG10527-like methyltransferase (Fragment) OS=Mesobuthus gibbosus OX=123226 GN=mt PE=4 SV=1"
59,true,"A0A2I9LNM3|A0A2I9LNM3_9SCOR",369.44052,66.49,66.49,19,9697292.0,19,27.0,"Carbamidomethylation; Deamidation (NQ)",41809.78,"Actin OS=Centruroides hentzi OX=88313 PE=3 SV=1"
220,true,"A0A1W7RAN8|A0A1W7RAN8_9SCOR",219.75166,13.09,13.09,5,,1,7.0,"Carbamidomethylation",50201.184,"Rab GDP dissociation inhibitor OS=Hadrurus spadix OX=141984 PE=3 SV=1"
381,true,"A0A2I9LPZ8|A0A2I9LPZ8_9SCOR",64.672844,3.40,3.40,1,,1,1.0,"",68428.34,"H(+)-transporting two-sector ATPase OS=Centruroides hentzi OX=88313 PE=3 SV=1"
160,false,"Q9GQW4|NDB4U_MESMA",213.58084,35.71,35.71,5,3613216.5,5,6.0,"",7913.4414,"Peptide BmKn1 OS=Mesobuthus martensii OX=34649 PE=3 SV=1"
25,true,"A0A146CJ25|A0A146CJ25_MESEU",418.6005,72.92,72.92,30,1.91219853E9,19,113.0,"Carbamidomethylation; Deamidation (NQ)",11082.829,"Venom peptide meuPep27 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
163,true,"A0AA50AAI4|A0AA50AAI4_ANDCR",262.38245,29.58,29.58,8,6.190562E7,5,14.0,"Carbamidomethylation; Oxidation (M)",24972.512,"Secretory phospholipase A2 isoform X2 OS=Androctonus crassicauda OX=122909 PE=2 SV=1"
382,true,"A0A1W7RAS9|A0A1W7RAS9_9SCOR",102.08715,3.67,3.67,1,45677.508,1,1.0,"",36844.164,"Carbonic anhydrase 1 OS=Hadrurus spadix OX=141984 PE=3 SV=1"
266,true,"P69940|KBX1_TITSE",183.21945,25.29,25.29,3,,1,4.0,"Carbamidomethylation; Deamidation (NQ)",9728.502,"Potassium channel toxin TsTXK-beta OS=Tityus serrulatus OX=6887 PE=1 SV=2"
115,false,"P31719|KAX52_ANDMA",131.72742,45.16,45.16,4,1.03141146E9,4,13.0,"Carbamidomethylation; Deamidation (NQ)",3421.1907,"Potassium channel toxin alpha-KTx 5.2 OS=Androctonus mauritanicus mauritanicus OX=6860 PE=1 SV=1"
221,true,"A0A088DB45|A0A088DB45_MESEU",212.23167,45.00,45.00,5,8443107.0,5,8.0,"Carbamidomethylation",6498.008,"Potassium channel blocker pMeKTx19-1 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
129,false,"A0A088DAC3|A0A088DAC3_MESEU",267.73288,45.76,45.76,9,8.2591501E8,3,32.0,"Carbamidomethylation",6373.6357,"Potassium channel blocker pMeKTx10-1 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
11,true,"E4VP14|E4VP14_MESEU",469.20642,63.74,63.74,42,7.3664394E9,18,178.0,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)",10338.16,"Putative bi-functional venom peptide OS=Mesobuthus eupeus OX=34648 GN=TXKbeta2 PE=2 SV=1"
197,true,"A0A088D9Q2|A0A088D9Q2_MESEU",237.14745,61.29,61.29,5,7.4489736E7,4,13.0,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",7227.496,"Potassium channel blocker pMeKTx18-3 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
383,true,"B8XGY0|B8XGY0_BUTOS",21.781803,7.06,7.06,1,,1,1.0,"",9540.007,"Putative alpha toxin Tx263 OS=Buthus occitanus israelis OX=539894 PE=2 SV=1"
17,true,"A0A0K0LBV3|A0A0K0LBV3_9SCOR",419.2183,95.35,95.35,35,,1,115.0,"Carbamidomethylation; Deamidation (NQ)",10054.866,"Sodium channel blocker AbNaTx25 OS=Androctonus bicolor OX=748906 PE=2 SV=1"
31,true,"E4VP21|E4VP21_MESEU",398.5784,51.14,51.14,26,2.0569832E8,20,58.0,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",29641.445,"Chymotrypsin-like protease-1 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
222,true,"A0A1E1WWB8|A0A1E1WWB8_TITOB",177.2184,3.80,3.80,4,951403.94,1,7.0,"Oxidation (M)",71639.695,"Angiotensin-converting enzyme OS=Tityus obscurus OX=1221240 PE=3 SV=1"
208,true,"A0A0U3QS50|A0A0U3QS50_ODODO",224.5951,26.19,26.19,5,,2,5.0,"Carbamidomethylation",9736.38,"Venom protein VP1 OS=Odontobuthus doriae OX=342590 GN=VP1 PE=2 SV=1"
252,true,"P0C8M2|CBP_MESMA",177.40767,40.00,40.00,3,1746916.9,1,7.0,"Acetylation (Protein N-term)",4328.1074,"Serine proteinase-like BMK-CBP (Fragment) OS=Mesobuthus martensii OX=34649 PE=1 SV=1"
117,false,"A0A218QX21|A0A218QX21_TITSE",193.0429,6.25,6.25,6,3.310715E7,1,10.0,"Carbamidomethylation; Deamidation (NQ)",47349.797,"Putative cysteine-rich protein OS=Tityus serrulatus OX=6887 PE=4 SV=1"
177,false,"A0A0K0LBX7|A0A0K0LBX7_9SCOR",189.09732,23.73,23.73,5,4.06745088E8,5,9.0,"Carbamidomethylation; Deamidation (NQ)",6440.9385,"Potassium channel blocker AbTx10 OS=Androctonus bicolor OX=748906 PE=2 SV=1"
296,true,"V9P3R2|V9P3R2_MESEU",104.670876,12.20,12.20,1,4.2267844E7,1,5.0,"Deamidation (NQ); Carbamidomethylation",9674.108,"Meutoxin-2a OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
384,true,"A0A1E1WWL5|A0A1E1WWL5_TITOB",48.801414,0.69,0.69,1,,1,1.0,"",99461.586,"Putative endothelin-converting enzyme OS=Tityus obscurus OX=1221240 PE=3 SV=1"
327,false,"A0A2I9LNW7|A0A2I9LNW7_9SCOR",101.642784,2.65,2.65,1,,1,2.0,"",38191.742,"Cathepsin L-like cysteine peptidase OS=Centruroides hentzi OX=88313 PE=3 SV=1"
160,false,"B8XH50|NDB4_BUTOS",196.50221,28.36,28.36,4,2958596.2,4,4.0,"",7773.2773,"Amphipathic peptide Tx348 OS=Buthus occitanus israelis OX=539894 PE=2 SV=1"
336,true,"Q86SD9|SCX3_ANDAM",91.087135,11.63,11.63,1,354314.8,1,3.0,"",9225.913,"Toxin Aam3 OS=Androctonus amoreuxi OX=112024 PE=1 SV=1"
264,false,"D0US02|D0US02_HETSP",104.99435,8.16,8.16,1,,1,1.0,"Carbamidomethylation",15849.321,"Triosephosphate isomerase (Fragment) OS=Heterometrus spinifer OX=118530 PE=2 SV=1"
223,true,"A0A5P8U2N1|A0A5P8U2N1_MESEU",164.90822,46.38,46.38,4,1.09277696E8,4,7.0,"Carbamidomethylation; Deamidation (NQ)",7621.686,"Toxin (Fragment) OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
289,false,"A0A2I9LP13|A0A2I9LP13_9SCOR",50.10724,0.89,0.89,1,236610.23,1,1.0,"",90036.13,"dolichyl-diphosphooligosaccharide--protein glycotransferase OS=Centruroides hentzi OX=88313 PE=3 SV=1"
170,false,"A0A1W7R9R4|A0A1W7R9R4_9SCOR",211.5671,29.49,29.49,6,6601896.0,6,10.0,"Acetylation (Protein N-term)",17979.023,"60S ribosomal protein L40A OS=Hadrurus spadix OX=141984 PE=3 SV=1"
52,false,"D8UWD5|SCXN8_MESEU",299.89975,44.78,44.78,10,7411666.0,6,24.0,"Carbamidomethylation; Deamidation (NQ)",7263.3374,"Sodium channel neurotoxin MeuNaTxalpha-8 OS=Mesobuthus eupeus OX=34648 PE=3 SV=1"
160,false,"A0A0U1S7U5|A0A0U1S7U5_LYCMC",213.58084,35.71,35.71,5,3613216.5,5,6.0,"",7913.4414,"NDBP11 OS=Lychas mucronatus OX=172552 PE=2 SV=1"
125,true,"A0A1E1WVV1|A0A1E1WVV1_TITOB",260.38373,9.62,9.62,9,5.2477116E7,1,15.0,"Carbamidomethylation; Deamidation (NQ)",47411.96,"Putative cysteine-rich protein OS=Tityus obscurus OX=1221240 PE=4 SV=1"
164,true,"E4VP64|E4VP64_MESEU",240.35486,48.35,48.35,6,2.6753752E7,5,10.0,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)",10232.967,"Venom lipolysis activating peptide beta subunit OS=Mesobuthus eupeus OX=34648 PE=4 SV=1"
60,true,"A0A088D9S2|A0A088D9S2_MESEU",300.98383,58.33,58.33,9,2.26178336E8,5,44.0,"Carbamidomethylation; Deamidation (NQ)",6521.5137,"Potassium channel blocker pMeKTx23-1 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
9,true,"E4VNZ7|E4VNZ7_MESEU",480.75543,65.42,65.42,51,3.92101965E9,39,182.0,"Oxidation (M); Carbamidomethylation; Deamidation (NQ)",44842.254,"Venom metalloprotease-1 OS=Mesobuthus eupeus OX=34648 GN=VP-1 PE=2 SV=1"
281,true,"A0A0U1TZ48|A0A0U1TZ48_ISOMC",180.54494,17.13,17.13,3,1979747.9,3,3.0,"Carbamidomethylation; Deamidation (NQ)",25035.596,"glycerophosphocholine cholinephosphodiesterase (Fragment) OS=Isometrus maculatus OX=497827 PE=2 SV=1"
162,false,"A0A2I9LNV3|A0A2I9LNV3_9SCOR",104.98082,7.79,7.79,1,374694.0,1,2.0,"",17397.877,"Cofilin OS=Centruroides hentzi OX=88313 PE=3 SV=1"
224,true,"A0A0K0LBR9|A0A0K0LBR9_9SCOR",233.799,22.22,22.22,5,984518.9,2,6.0,"",18901.951,"Chymotrypsin-like protease ClP-2 (Fragment) OS=Androctonus bicolor OX=748906 PE=2 SV=1"
1,true,"P86403|SCXN2_MESEU",525.6479,75.29,75.29,78,2.89899968E8,3,341.0,"Carbamidomethylation; Deamidation (NQ)",9536.015,"Sodium channel neurotoxin MeuNaTxalpha-2 OS=Mesobuthus eupeus OX=34648 PE=1 SV=2"
5,true,"P86408|SCXN1_MESEU",525.8041,72.94,72.94,69,2345322.8,1,492.0,"Carbamidomethylation; Deamidation (NQ)",9389.817,"Sodium channel neurotoxin MeuNaTxalpha-1 OS=Mesobuthus eupeus OX=34648 PE=1 SV=2"
264,false,"L0GB07|L0GB07_UROYA",104.99435,6.45,6.45,1,,1,1.0,"Carbamidomethylation",20393.465,"Triosephosphate isomerase (Fragment) OS=Urodacus yaschenkoi OX=1273102 PE=2 SV=1"
177,false,"P46112|KAX33_LEIHE",30.196234,15.79,15.79,1,451139.78,1,2.0,"Carbamidomethylation",4106.961,"Potassium channel toxin alpha-KTx 3.3 OS=Leiurus hebraeus OX=6884 PE=1 SV=1"
78,false,"A0A9P4PPI5|A0A9P4PPI5_9PLEO",60.619186,5.56,5.56,1,,1,1.0,"Carbamidomethylation",13260.808,"Invertebrate defensins family profile domain-containing protein OS=Karstenula rhodostoma CBS 690.94 OX=1392251 GN=P171DRAFT_482953 PE=3 SV=1"
334,true,"Q9Y0X4|NDB22_MESMA",35.24445,8.33,8.33,1,489294.78,1,1.0,"",8326.929,"Bradykinin-potentiating peptide BmKbpp OS=Mesobuthus martensii OX=34649 PE=2 SV=1"
318,true,"A0A0U4GT75|A0A0U4GT75_ODODO",77.60038,7.14,7.14,1,5.3641868E7,1,2.0,"Deamidation (NQ)",11041.706,"Sodium channel toxin NaTx8 OS=Odontobuthus doriae OX=342590 GN=NaTx8 PE=2 SV=1"
183,true,"P84646|SCX1_ODODO",215.3526,60.00,60.00,7,41280.04,3,7.0,"Carbamidomethylation",7215.1577,"Alpha-toxin OD1 OS=Odontobuthus doriae OX=342590 PE=1 SV=1"
198,true,"P60256|SCXB_BUTOM",222.65198,62.12,62.12,5,9060926.0,4,8.0,"Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ)",7465.4204,"Toxin Boma6b OS=Buthus occitanus mardochei OX=6869 PE=3 SV=1"
319,true,"A0A146CJ36|A0A146CJ36_MESEU",141.24063,14.89,14.89,2,521047.53,1,2.0,"Carbamidomethylation",10531.305,"Venom peptide meuPep28 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
